patient_id,0,1,2,3,4,5,6,7,8,9,10,11
PAT-0058,0.094382666,0.0678894,0.09554672,0.09315603,0.07567302,0.0952935,0.095466904,0.07567302,0.0678894,0.07567302,0.0678894,0.095466904
PAT-0059,0.072626166,0.099085264,0.07086623,0.07079975,0.07079975,0.097697854,0.072626166,0.09990253,0.09774373,0.07401225,0.09982815,0.07401225
PAT-0060,0.09295779,0.09499527,0.07251486,0.06767009,0.07251486,0.07251486,0.07251486,0.07810419,0.09408337,0.09338951,0.09338951,0.095350854
PAT-0061,0.10654956,0.07354969,0.07354969,0.07444343,0.10203078,0.07564379,0.10392776,0.08168697,0.08168697,0.07564379,0.07564379,0.07564379
PAT-0062,0.064279675,0.08807622,0.08758066,0.071265414,0.0895485,0.08735128,0.071265414,0.08807622,0.08735128,0.08758066,0.0895485,0.08807622
PAT-0063,0.08392736,0.08242972,0.0844693,0.08386667,0.08392736,0.08242972,0.08386667,0.08242972,0.08242972,0.08386667,0.08242972,0.08392736
PAT-0064,0.08716151,0.08936807,0.060041554,0.08716151,0.08765521,0.08664508,0.08650985,0.08650985,0.08765521,0.08936807,0.06541412,0.08650985
PAT-0065,0.102871485,0.075057305,0.102871485,0.07693267,0.075057305,0.07526646,0.078504845,0.07526646,0.078504845,0.07693267,0.078504845,0.10422964
PAT-0076,0.0874671,0.0874671,0.08581032,0.059954483,0.08726942,0.0874671,0.087787405,0.08771178,0.087787405,0.06768016,0.08581032,0.087787405
PAT-0077,0.08508646,0.08714205,0.08736114,0.08337831,0.08337831,0.08714205,0.08337831,0.08337831,0.08337831,0.08714205,0.084129855,0.0651049
PAT-0078,0.08927663,0.09122068,0.08718845,0.08936992,0.09015138,0.06751183,0.060576852,0.08795159,0.08927663,0.08936992,0.068736255,0.08936992
PAT-0079,0.065835565,0.08905668,0.087155744,0.089659825,0.08917695,0.088717505,0.08905668,0.08917695,0.06817736,0.06765389,0.08917695,0.087155744
PAT-0080,0.06319175,0.08521343,0.08475746,0.08513753,0.08475746,0.08525372,0.08525372,0.08645285,0.08525372,0.08475746,0.08521343,0.08475746
PAT-0081,0.088001646,0.088001646,0.08301187,0.086105414,0.085132234,0.08342196,0.08342196,0.08342196,0.088001646,0.085132234,0.063335545,0.08301187
PAT-0082,0.092372976,0.08955857,0.092372976,0.09264573,0.092372976,0.07287191,0.07287191,0.06653284,0.090872906,0.07228244,0.092372976,0.07287191
PAT-0083,0.07604861,0.07462241,0.07462241,0.10392507,0.07462241,0.07462241,0.07664237,0.103732154,0.07604861,0.10778037,0.07664237,0.08069074
PAT-0084,0.062130354,0.08977164,0.08624332,0.065700054,0.085681476,0.0874818,0.0883401,0.08977164,0.085681476,0.0867114,0.08624332,0.08624332
PAT-0085,0.09204862,0.06531035,0.09418485,0.075849205,0.09262654,0.09318694,0.09350794,0.09318694,0.06531035,0.07064015,0.07064015,0.09350794
PAT-0091,0.09012956,0.08909133,0.06348042,0.09012956,0.06348042,0.08909133,0.09012956,0.068072505,0.09012956,0.09012956,0.09012956,0.08600664
PAT-0092,0.08904727,0.08733197,0.062051833,0.08747899,0.08966789,0.062051833,0.08760769,0.085387796,0.08760769,0.08733197,0.08904727,0.085387796
PAT-0093,0.09149017,0.09149017,0.09301979,0.09301979,0.092975445,0.092879005,0.09197893,0.069001235,0.0644039,0.06345219,0.06345219,0.092837155
PAT-0094,0.08668715,0.085125774,0.06419875,0.085125774,0.08428271,0.08326051,0.08428271,0.08520086,0.08326051,0.08668715,0.08668715,0.08520086
PAT-0095,0.1029338,0.074267454,0.10260906,0.074267454,0.071753405,0.077142246,0.074267454,0.074267454,0.102051,0.071753405,0.071753405,0.1029338
PAT-0096,0.08431157,0.085451975,0.08651324,0.085427456,0.085451975,0.08431157,0.085427456,0.060885374,0.085427456,0.085427456,0.08431943,0.08704506
PAT-0097,0.081734434,0.081734434,0.08514173,0.08199613,0.08553721,0.081759825,0.08514173,0.08514173,0.08227059,0.08227059,0.081734434,0.08553721
PAT-0098,0.08448769,0.084003314,0.08106693,0.084003314,0.084003314,0.082485296,0.084003314,0.08448769,0.082485296,0.084003314,0.082485296,0.082485296
PAT-0099,0.08351967,0.08287911,0.08312914,0.083381675,0.08287911,0.08351967,0.08420435,0.08351967,0.08351967,0.08240855,0.08351967,0.08351967
PAT-0100,0.065448776,0.09537713,0.065448776,0.095862016,0.09720692,0.08434076,0.065448776,0.09537713,0.06866766,0.08434076,0.08434076,0.09814052
PAT-0111,0.088374235,0.0638771,0.08708752,0.0863384,0.08708752,0.0863384,0.08901664,0.0863384,0.08901664,0.08708752,0.08708752,0.06235006
PAT-0112,0.08494741,0.08539388,0.082964145,0.08397396,0.08539388,0.08539388,0.08050722,0.08377741,0.08050722,0.08123995,0.08050722,0.08539388
PAT-0113,0.09264837,0.09140296,0.09238095,0.09327903,0.09203372,0.09086788,0.09203372,0.0702694,0.06377762,0.06377762,0.09186506,0.06566367
PAT-0114,0.07058839,0.0791615,0.0791615,0.094636284,0.09781842,0.09781842,0.0948331,0.0791615,0.07058839,0.095055774,0.07058839,0.07058839
PAT-0115,0.09272555,0.093383715,0.09272555,0.093383715,0.07242528,0.06943474,0.092432104,0.093383715,0.06551999,0.06943474,0.07242528,0.09272555
PAT-0116,0.0688431,0.0961255,0.06936223,0.09548116,0.095542945,0.06936223,0.09843657,0.072210774,0.09473279,0.072210774,0.09548116,0.072210774
PAT-0117,0.086920984,0.087203905,0.087203905,0.062376462,0.062376462,0.08685882,0.087203905,0.08685882,0.087203905,0.09082913,0.08810482,0.08685882
PAT-0118,0.0695932,0.07012823,0.09208099,0.09588555,0.09588555,0.092836626,0.07012823,0.063401066,0.0695932,0.09588555,0.09208099,0.09250082
PAT-0119,0.06354523,0.06354523,0.0876326,0.08702857,0.087359965,0.08702857,0.08702857,0.08702857,0.08702857,0.08702857,0.08703399,0.08871155
PAT-0120,0.0747895,0.10278009,0.0747895,0.102059394,0.07426416,0.07426416,0.07478952,0.10055231,0.07426416,0.0747895,0.100552306,0.07210541
PAT-0121,0.06872118,0.06959802,0.09799087,0.06959802,0.09799087,0.06845938,0.06845938,0.09788809,0.09788809,0.097396806,0.06872118,0.097288154
PAT-0122,0.10587399,0.07618319,0.10635361,0.10242794,0.080923155,0.077634804,0.07148364,0.077634804,0.077634804,0.07618319,0.07618319,0.07148364
PAT-0123,0.063438006,0.08911027,0.092534855,0.08911027,0.066901274,0.08866288,0.0882646,0.09044463,0.063438006,0.08854036,0.08911027,0.09044463
PAT-0124,0.08494188,0.08494188,0.08150568,0.08250611,0.08494188,0.08150568,0.08494188,0.08150568,0.085422404,0.08150568,0.08500474,0.08127664
PAT-0125,0.081956625,0.1051717,0.081956625,0.07732702,0.07732702,0.10426907,0.081956625,0.08063245,0.081956625,0.07732702,0.07505963,0.07505963
PAT-0126,0.091984265,0.09241617,0.09122342,0.06551068,0.091984265,0.09241617,0.060058523,0.067467116,0.09241617,0.091984265,0.095071785,0.067467116
PAT-0127,0.08281924,0.08393319,0.08393319,0.08168868,0.08168868,0.08582986,0.08582986,0.08303358,0.08393319,0.08168868,0.08393319,0.08168868
PAT-0128,0.06431513,0.092329174,0.09360336,0.0944893,0.09232917,0.093878984,0.063108146,0.0944893,0.06431513,0.09170499,0.063108146,0.092329174
PAT-0129,0.07597564,0.07439928,0.07386548,0.07386548,0.09903712,0.07597564,0.07597564,0.078776665,0.101077266,0.07386548,0.09903712,0.0981492
PAT-0130,0.07608396,0.10394401,0.07855439,0.07855439,0.07855439,0.071904354,0.07855439,0.071904354,0.071904354,0.07855439,0.1023445,0.10914256
PAT-0131,0.069832794,0.096151926,0.09997277,0.06977629,0.06731983,0.09997277,0.06731983,0.06731983,0.09922048,0.096151926,0.097185224,0.06977629
PAT-0132,0.0753112,0.09565207,0.0993736,0.0753112,0.09565207,0.0753112,0.0753112,0.074055806,0.074082226,0.096421905,0.06786549,0.09565207
PAT-0133,0.09172624,0.096436344,0.06174738,0.09172624,0.09172624,0.06174738,0.096436344,0.09091369,0.09091369,0.07253455,0.06174738,0.09234448
PAT-0134,0.08321711,0.08321711,0.08321711,0.082786806,0.082291864,0.08321711,0.08405203,0.08522273,0.08321711,0.08321711,0.082291864,0.08405203
PAT-0135,0.086748384,0.0863969,0.0863969,0.086748384,0.0863969,0.0863969,0.086748384,0.06597875,0.08707343,0.086748384,0.062201917,0.09216484
PAT-0136,0.09857993,0.07410143,0.07410143,0.09874584,0.06989629,0.09895353,0.076734066,0.06989629,0.09857993,0.06989629,0.06989629,0.10061883
PAT-0137,0.07267792,0.100890465,0.099417776,0.07868875,0.07845632,0.09765563,0.07267792,0.07029445,0.099417776,0.07868875,0.07267792,0.07845632
PAT-0138,0.07357019,0.106061995,0.070674635,0.08689165,0.070674635,0.070674635,0.07906714,0.08689165,0.07357019,0.070674635,0.10566757,0.10558115
PAT-0139,0.0699508,0.06895533,0.09530688,0.06895533,0.093058966,0.0947778,0.09214544,0.0671292,0.093058966,0.0699508,0.09206441,0.09464611
PAT-0140,0.086424954,0.086424954,0.08754606,0.06236144,0.086424954,0.08954896,0.08954896,0.08954896,0.08438927,0.08925133,0.085024826,0.06350531
PAT-0141,0.08431225,0.08766837,0.06577925,0.08792669,0.06346378,0.088887304,0.087524176,0.0877358,0.08431225,0.08792669,0.08653669,0.08792669
PAT-0142,0.0898963,0.08807937,0.08880569,0.087359115,0.08807937,0.06652451,0.08807937,0.066354685,0.0898963,0.06652451,0.09159518,0.08880569
PAT-0143,0.077311456,0.079856336,0.07604372,0.103896454,0.07604372,0.071851395,0.07604372,0.07604372,0.077311456,0.10329214,0.10499444,0.077311456
PAT-0144,0.08839791,0.08839791,0.08839791,0.062439166,0.08793254,0.08839791,0.087505355,0.085638724,0.059557796,0.08789697,0.08793254,0.087505355
PAT-0145,0.08315417,0.08496331,0.08407507,0.08368822,0.08123206,0.08315417,0.08407507,0.08123206,0.08496331,0.08315417,0.08315417,0.08315417
PAT-0146,0.081076756,0.09849414,0.09705637,0.099560715,0.081076756,0.07339652,0.0737423,0.0737423,0.07339652,0.07339652,0.0737423,0.10131884
PAT-0147,0.07318178,0.07771739,0.100901864,0.07606681,0.098616555,0.07771739,0.098862,0.07318178,0.07318178,0.07771739,0.07299186,0.09986331
PAT-0148,0.06501459,0.06694619,0.09452802,0.09065517,0.09040274,0.09040274,0.09452802,0.09040274,0.066683605,0.09452802,0.065505445,0.09040274
PAT-0149,0.07532073,0.07532073,0.08196959,0.08196959,0.08196959,0.07896479,0.08196959,0.084869005,0.108838186,0.08196959,0.08196959,0.084869005
PAT-0150,0.07184317,0.09086854,0.09346387,0.07184317,0.07147111,0.090347104,0.088093966,0.090347104,0.07551387,0.07551387,0.090347104,0.090347104
PAT-0151,0.065375425,0.065759994,0.08862516,0.08737494,0.086431205,0.08600048,0.08600048,0.08862516,0.08600048,0.086431205,0.08600048,0.08737494
PAT-0152,0.09480452,0.07079821,0.095538616,0.07079821,0.07079821,0.07079821,0.071115464,0.09531639,0.0966198,0.0966198,0.095677085,0.071115464
PAT-0153,0.08921375,0.086374104,0.08839161,0.08832143,0.08839161,0.086374104,0.087529875,0.087074816,0.087529875,0.08832143,0.059542134,0.06293524
PAT-0154,0.08843853,0.090634555,0.090634555,0.06772248,0.06778297,0.090634555,0.086242914,0.086242914,0.08843853,0.08706692,0.08843853,0.06772248
PAT-0155,0.08341775,0.0841556,0.08479436,0.0868321,0.0868321,0.08524658,0.085277915,0.08341775,0.064243786,0.0841556,0.08479436,0.0868321
PAT-0156,0.06393982,0.085442476,0.085442476,0.08466286,0.08314934,0.085442476,0.08692894,0.08692894,0.085442476,0.08314934,0.08632148,0.08314934
PAT-0157,0.07855395,0.06958024,0.09856824,0.09617184,0.09617184,0.07855395,0.06958024,0.096537024,0.09856824,0.06958024,0.07855395,0.06958024
PAT-0158,0.084591515,0.08323743,0.085184544,0.082557164,0.08167609,0.082557164,0.08323743,0.08167609,0.08323743,0.085184544,0.08167609,0.085184544
PAT-0159,0.09481812,0.09481812,0.07381301,0.06876621,0.09671599,0.07547211,0.06813239,0.07547211,0.06813239,0.09329541,0.09399458,0.09656952
PAT-0160,0.084485866,0.08823946,0.08823946,0.084485866,0.08588846,0.06865653,0.08728273,0.08728273,0.08694951,0.06375715,0.08744954,0.08728273
PAT-0161,0.08868764,0.090118736,0.088285625,0.08297116,0.086776555,0.08868764,0.088285625,0.08597632,0.08297116,0.08868764,0.06417706,0.064374834
PAT-0162,0.085657075,0.08817585,0.08467565,0.083931565,0.06298605,0.085657075,0.08447736,0.08501459,0.085657075,0.08309604,0.085657075,0.08501459
PAT-0163,0.073708035,0.081045605,0.106080264,0.07403528,0.07403528,0.073708035,0.07436204,0.081045605,0.07403528,0.07403528,0.105314076,0.1085952
PAT-0164,0.066912025,0.099661544,0.09860931,0.09372883,0.065942146,0.073258445,0.073258445,0.065942146,0.09657005,0.073258445,0.09657005,0.09628855
PAT-0165,0.08569208,0.08694632,0.08569208,0.08569208,0.060800124,0.08343363,0.0840319,0.087872915,0.08526896,0.08526896,0.0840319,0.08526896
PAT-0166,0.06743857,0.10037712,0.07660901,0.09577899,0.07660901,0.09981423,0.09679645,0.0972429,0.06743857,0.07660901,0.07264311,0.07264311
PAT-0167,0.077899724,0.077899724,0.080262505,0.077899724,0.07281401,0.0682379,0.0682379,0.10068415,0.1018984,0.0682379,0.10255521,0.103372835
PAT-0168,0.09548969,0.09548969,0.09069519,0.067250624,0.07199464,0.07199464,0.09161905,0.09154631,0.06541653,0.07199464,0.09101929,0.09548969
PAT-0169,0.08808225,0.08808225,0.087598525,0.08835397,0.087598525,0.06940811,0.06940811,0.0683242,0.08835397,0.08808225,0.08835397,0.08835397
PAT-0170,0.08604293,0.087032005,0.08633099,0.0893498,0.08481642,0.06564144,0.08481642,0.08834326,0.0893498,0.08621414,0.06724632,0.08481642
PAT-0176,0.08809204,0.08481449,0.063660145,0.08531337,0.067216985,0.08809204,0.0860687,0.08809204,0.08752716,0.08752716,0.0860687,0.08752716
PAT-0177,0.09478862,0.071374536,0.07841179,0.07003193,0.09363197,0.072453365,0.071374536,0.095408164,0.09424293,0.094395205,0.07003193,0.09385505
PAT-0178,0.091562875,0.091562875,0.0675398,0.06910011,0.09166737,0.09063881,0.091562875,0.0675398,0.09166737,0.091562875,0.091520004,0.064075164
PAT-0179,0.096362084,0.07042553,0.06688906,0.07042553,0.09811542,0.07042553,0.07042553,0.09811542,0.09516846,0.07042553,0.09805332,0.09516846
PAT-0180,0.08609826,0.08470921,0.08429323,0.08429323,0.084776,0.08546957,0.08429323,0.08429323,0.08414733,0.08546957,0.06630256,0.08585458
PAT-0181,0.064520925,0.09152186,0.09152186,0.084837005,0.083593614,0.084837005,0.0631098,0.084710285,0.09152186,0.084710285,0.09152186,0.083593614
PAT-0182,0.08879863,0.08879863,0.0895398,0.08879863,0.0895398,0.0895398,0.08755923,0.09045736,0.06721869,0.0895398,0.06748255,0.06272708
PAT-0183,0.08428457,0.084268205,0.086726665,0.084268205,0.086726665,0.085613966,0.08341198,0.084268205,0.085613966,0.06380634,0.08428457,0.086726665
PAT-0184,0.084515005,0.084515005,0.08625136,0.08745754,0.06263315,0.08702636,0.08403867,0.08403867,0.08401132,0.08575084,0.08575084,0.08401132
PAT-0185,0.08866637,0.06643661,0.086609796,0.08778662,0.086609796,0.08698539,0.08866637,0.086795785,0.059260264,0.086609796,0.08778662,0.08778662
PAT-0191,0.08377507,0.08377507,0.08293909,0.0843084,0.082681306,0.08377507,0.08293909,0.08293909,0.0843084,0.08293909,0.08293909,0.082681306
PAT-0192,0.07132342,0.07087184,0.07132342,0.10356689,0.1084588,0.07438619,0.10356689,0.07087184,0.07132342,0.07438619,0.07438619,0.10553504
PAT-0193,0.08556247,0.08563905,0.08494918,0.08442554,0.08494918,0.08426625,0.08426625,0.08495695,0.08495695,0.08495695,0.06680504,0.08426625
PAT-0194,0.084230535,0.076694526,0.08425144,0.08425144,0.084230535,0.07736482,0.084230535,0.10287519,0.076694526,0.084230535,0.076694526,0.08425144
PAT-0195,0.10635378,0.07850493,0.07850493,0.078452125,0.078452125,0.08314745,0.078452125,0.10635378,0.07850493,0.07636952,0.078452125,0.078452125
PAT-0196,0.098527655,0.09584423,0.09584423,0.06987395,0.06987395,0.07255283,0.06987395,0.095563546,0.0914673,0.09591327,0.074791156,0.06987395
PAT-0197,0.08919439,0.09350884,0.09350884,0.068684146,0.069600426,0.087979086,0.08919439,0.068684146,0.087979086,0.09350884,0.069600426,0.08855744
PAT-0198,0.07887138,0.0734384,0.10429082,0.07858665,0.104675,0.08574931,0.0734384,0.07858665,0.07887138,0.07887138,0.07887138,0.08574931
PAT-0199,0.090469055,0.067458145,0.07479996,0.0886357,0.08979331,0.0897836,0.0900939,0.0897836,0.067458145,0.0934354,0.08956823,0.068720885
PAT-0200,0.07874219,0.07874219,0.07874219,0.07874219,0.07874219,0.07891332,0.074297,0.07874219,0.07891332,0.07891332,0.109318554,0.1071914
PAT-0201,0.08749896,0.087648466,0.08749896,0.088016815,0.08749896,0.061247196,0.08749896,0.08766017,0.087282546,0.08751849,0.087648466,0.06298201
PAT-0202,0.087487064,0.09023644,0.07239612,0.087487064,0.07481105,0.09045531,0.09045531,0.087487064,0.07012895,0.0884714,0.07012895,0.09045531
PAT-0203,0.07348392,0.07599437,0.06685393,0.09890382,0.07599437,0.07348392,0.073662214,0.06685393,0.10055701,0.0985242,0.09784412,0.09784412
PAT-0204,0.08706556,0.08954782,0.08907609,0.086123586,0.08706556,0.06349825,0.08842836,0.08907609,0.08643387,0.061437547,0.086123586,0.086123586
PAT-0205,0.08305686,0.085966244,0.085966244,0.08305686,0.084313266,0.084313266,0.084313266,0.080041304,0.08305686,0.08156127,0.080041304,0.084313266
PAT-0206,0.08785182,0.06948781,0.08700104,0.08723942,0.08886537,0.06846263,0.08723942,0.090597145,0.08970145,0.08785182,0.06846263,0.08723942
PAT-0207,0.06321061,0.09052902,0.08842086,0.09052902,0.09032465,0.06491447,0.08979313,0.09032465,0.08979313,0.08842086,0.09052902,0.06321061
PAT-0208,0.08655489,0.08544673,0.08650578,0.08427587,0.059520382,0.086319394,0.086319394,0.08473407,0.08427587,0.08473407,0.08657948,0.08473407
PAT-0209,0.082981445,0.08255086,0.08357982,0.082981445,0.08255086,0.08357982,0.085056335,0.08357982,0.085056335,0.08255086,0.08255086,0.082981445
PAT-0210,0.09737157,0.0740197,0.06706979,0.09737157,0.102418445,0.09737157,0.0740197,0.0740197,0.07978001,0.06706979,0.06706979,0.102418445
PAT-0211,0.08648902,0.08408254,0.08356685,0.08782119,0.08408254,0.08782119,0.06106321,0.08437141,0.084786244,0.08356685,0.08797761,0.08437141
PAT-0212,0.07779457,0.07177763,0.07779457,0.07177763,0.07779457,0.07177763,0.07779457,0.09798133,0.1020598,0.1020598,0.0996103,0.07177763
PAT-0213,0.08331809,0.08324864,0.08582633,0.08331809,0.08582633,0.08232943,0.08232943,0.08324864,0.08232943,0.08331809,0.08232943,0.08257804
PAT-0214,0.071962535,0.101952404,0.073873155,0.071962535,0.0833297,0.10430763,0.10532775,0.0833297,0.07433119,0.0833297,0.071962535,0.07433119
PAT-0215,0.098355904,0.08080907,0.06739473,0.09840585,0.09840585,0.07544484,0.098355904,0.06739473,0.06739473,0.07564095,0.07564095,0.09675647
PAT-0216,0.08725174,0.08785961,0.08725174,0.08725174,0.085610084,0.08896644,0.08896644,0.08589002,0.08896644,0.060183242,0.085394114,0.06640843
PAT-0217,0.08718089,0.0905142,0.08718089,0.07054163,0.088430755,0.06758567,0.0905142,0.08718089,0.0668285,0.088430755,0.08718089,0.088430755
PAT-0218,0.07240612,0.076888785,0.07240612,0.10572668,0.076888785,0.10572668,0.08197273,0.080476746,0.080476746,0.07240612,0.102218345,0.07240612
PAT-0219,0.0976523,0.07263631,0.07276515,0.06935791,0.099218205,0.10294445,0.06935791,0.0976523,0.07276515,0.10011999,0.07276515,0.07276515
PAT-0220,0.090780586,0.06146411,0.06146411,0.090780586,0.09042261,0.06146411,0.0896153,0.09042261,0.0913704,0.09042261,0.0913704,0.09042261
PAT-0221,0.08735876,0.087531686,0.06027941,0.08689004,0.064042136,0.0878675,0.08689004,0.088453434,0.08689004,0.088453434,0.088453434,0.08689004
PAT-0222,0.09946723,0.07285859,0.076191865,0.09946723,0.076191865,0.07492197,0.10143888,0.07874794,0.07285859,0.07285859,0.07285859,0.102138646
PAT-0223,0.0831764,0.08586265,0.08554632,0.08554632,0.08586265,0.08560757,0.0831764,0.08722393,0.08438964,0.08586265,0.061882734,0.08586265
PAT-0224,0.084955186,0.08209348,0.08216782,0.08339329,0.08339329,0.08209348,0.084955186,0.08209348,0.08339329,0.08339329,0.084674954,0.08339329
PAT-0225,0.08553035,0.08809566,0.08553035,0.087221734,0.08840399,0.062344287,0.08840399,0.08840399,0.08840399,0.062344287,0.087221734,0.08809566
PAT-0226,0.072515495,0.098742045,0.071206905,0.09971048,0.10227063,0.071206905,0.071206905,0.098451376,0.072515495,0.098451376,0.072515495,0.071206905
